date,open,high,low,close,adjclose,volume,ticker
2017-11-10,0.28415000438690186,0.28502199053764343,0.2679629921913147,0.2695249915122986,0.2695249915122986,184092145,XRP-AUD
2017-11-11,0.26882699131965637,0.2799319922924042,0.2681879997253418,0.27467700839042664,0.27467700839042664,175568474,XRP-AUD
2017-11-12,0.2743949890136719,0.2743949890136719,0.25504401326179504,0.25809401273727417,0.25809401273727417,328505111,XRP-AUD
2017-11-13,0.25826799869537354,0.26799899339675903,0.25831499695777893,0.2671949863433838,0.2671949863433838,174109535,XRP-AUD
2017-11-14,0.2675060033798218,0.28025299310684204,0.2674010097980499,0.2750360071659088,0.2750360071659088,166943243,XRP-AUD
2017-11-15,0.2738719880580902,0.2811410129070282,0.2744469940662384,0.2805739939212799,0.2805739939212799,132139657,XRP-AUD
2017-11-16,0.2801780104637146,0.3578070104122162,0.2755950093269348,0.2993369996547699,0.2993369996547699,1347805415,XRP-AUD
2017-11-17,0.2962540090084076,0.3173919916152954,0.28975701332092285,0.29951199889183044,0.29951199889183044,524879059,XRP-AUD
2017-11-18,0.299466997385025,0.30455899238586426,0.29398399591445923,0.3022170066833496,0.3022170066833496,190744217,XRP-AUD
2017-11-19,0.3015730082988739,0.3122679889202118,0.2987929880619049,0.3059000074863434,0.3059000074863434,256631356,XRP-AUD
2017-11-20,0.3063240051269531,0.32263800501823425,0.3056879937648773,0.3161109983921051,0.3161109983921051,284208934,XRP-AUD
2017-11-21,0.315077006816864,0.3198910057544708,0.30148598551750183,0.3075830042362213,0.3075830042362213,287250802,XRP-AUD
2017-11-22,0.3067539930343628,0.31636399030685425,0.3063659965991974,0.31379300355911255,0.31379300355911255,219492906,XRP-AUD
2017-11-23,0.3139660060405731,0.3280380070209503,0.3119550049304962,0.3179459869861603,0.3179459869861603,315693851,XRP-AUD
2017-11-24,0.3185350000858307,0.3220739960670471,0.31338199973106384,0.3213900029659271,0.3213900029659271,277832370,XRP-AUD
2017-11-25,0.3207800090312958,0.33591699600219727,0.3199999928474426,0.3315730094909668,0.3315730094909668,279286642,XRP-AUD
2017-11-26,0.3322570025920868,0.3322570025920868,0.32631799578666687,0.3269619941711426,0.3269619941711426,175160315,XRP-AUD
2017-11-27,0.32628801465034485,0.334867000579834,0.3249779939651489,0.33393898606300354,0.33393898606300354,258725681,XRP-AUD
